n,t,x,y
91,2175,914,597
91,2176,936,599
91,2177,959,603
91,2178,981,605
91,2179,1002,605
91,2180,1020,605
91,2181,1041,603
91,2182,1061,601
91,2183,1079,598
91,2184,1096,596
91,2185,1113,592
91,2186,1127,588
91,2187,1141,584
91,2188,1155,579
91,2189,1166,573
91,2190,1177,565
91,2191,1187,556
91,2192,1196,548
91,2193,1204,539
91,2194,1211,531
91,2195,1216,525
91,2196,1219,519
91,2197,1222,512
91,2198,1223,504
91,2199,1223,497
91,2200,1223,490
91,2201,1223,484
91,2202,1219,476
91,2203,1216,470
91,2204,1212,463
91,2205,1206,457
91,2206,1199,450
91,2207,1189,444
91,2208,1181,439
91,2209,1180,437
91,2210,1161,431
91,2211,1149,426
91,2212,1146,424
91,2213,1121,419
91,2214,1108,417
91,2215,1092,415
91,2216,1092,415
91,2217,1092,415
91,2218,1092,415
91,2219,1092,415
92,2122,7,103
92,2123,16,98
92,2124,32,94
92,2125,53,93
92,2126,72,91
92,2127,94,91
92,2128,114,91
92,2129,137,92
92,2130,158,93
92,2131,178,94
92,2132,198,95
92,2133,219,97
92,2134,236,98
92,2135,253,101
92,2136,269,106
92,2137,284,110
92,2138,298,115
92,2139,311,120
92,2140,323,125
92,2141,335,133
92,2142,344,141
92,2143,356,150
92,2144,366,158
92,2145,374,166
92,2146,380,174
92,2147,385,181
92,2148,389,189
92,2149,392,197
92,2150,394,203
92,2151,394,211
92,2152,395,218
92,2153,394,226
92,2154,391,232
92,2155,402,238
92,2156,395,243
92,2157,382,248
92,2158,390,255
92,2159,384,261
92,2160,390,273
92,2161,390,273
92,2162,383,279
92,2163,379,281
92,2164,379,281
92,2165,371,284
92,2166,371,284
92,2167,353,286
92,2168,339,287
92,2169,328,288
92,2170,314,288
92,2171,299,289
92,2172,299,289
92,2173,299,289
92,2174,299,289
92,2175,299,289
92,2176,226,276
92,2177,217,277
92,2178,208,277
92,2179,208,277
92,2180,208,277
92,2181,208,277
92,2182,208,277
93,2151,421,212
93,2152,423,220
93,2153,422,225
93,2154,418,232
93,2155,418,232
93,2156,418,232
93,2157,408,253
93,2158,408,253
93,2159,408,253
93,2160,408,253
93,2161,408,253
93,2162,408,253
94,2160,366,266
94,2161,375,272
94,2162,375,272
94,2163,375,272
94,2164,343,279
94,2165,333,281
94,2166,324,283
94,2167,316,284
94,2168,306,284
94,2169,292,283
94,2170,280,282
94,2171,268,280
94,2172,269,280
94,2173,249,276
94,2174,262,281
94,2175,212,270
94,2176,197,270
94,2177,184,270
94,2178,172,273
94,2179,181,275
94,2180,167,279
94,2181,159,282
94,2182,146,287
94,2183,136,291
94,2184,120,300
94,2185,113,308
94,2186,108,317
94,2187,104,328
94,2188,97,339
94,2189,90,352
94,2190,84,364
94,2191,80,377
94,2192,75,388
94,2193,72,400
94,2194,71,412
94,2195,71,423
94,2196,70,437
94,2197,69,449
94,2198,69,461
94,2199,67,474
94,2200,65,484
94,2201,71,496
94,2202,77,508
94,2203,84,517
94,2204,90,526
94,2205,100,534
94,2206,108,542
94,2207,116,549
94,2208,124,553
94,2209,131,557
94,2210,139,561
94,2211,146,563
94,2212,153,563
94,2213,158,564
94,2214,166,562
94,2215,172,560
94,2216,178,556
94,2217,183,550
94,2218,189,544
94,2219,193,537
94,2220,197,529
94,2221,201,520
94,2222,204,510
94,2223,209,497
94,2224,218,488
94,2225,228,479
94,2226,237,473
94,2227,246,465
94,2228,252,458
94,2229,260,452
94,2230,267,448
94,2231,276,443
94,2232,285,439
94,2233,289,434
94,2234,309,434
94,2235,321,432
94,2236,332,433
94,2237,342,434
94,2238,353,437
94,2239,368,441
94,2240,378,446
94,2241,389,452
94,2242,398,460
94,2243,411,468
94,2244,418,478
94,2245,429,486
94,2246,440,494
94,2247,453,501
94,2248,467,507
94,2249,482,514
94,2250,499,519
94,2251,513,524
94,2252,531,529
94,2253,549,533
94,2254,567,535
94,2255,589,539
94,2256,610,541
94,2257,631,545
94,2258,656,549
94,2259,678,552
94,2260,703,556
94,2261,728,560
94,2262,751,563
94,2263,775,567
94,2264,799,571
94,2265,822,577
94,2266,846,582
94,2267,869,588
94,2268,890,595
94,2269,912,602
94,2270,933,608
94,2271,955,614
94,2272,977,620
94,2273,997,623
94,2274,1018,626
94,2275,1037,630
94,2276,1057,631
94,2277,1074,632
94,2278,1090,631
94,2279,1107,629
94,2280,1122,627
94,2281,1135,623
94,2282,1147,619
94,2283,1158,613
94,2284,1169,607
94,2285,1178,599
94,2286,1185,591
94,2287,1192,584
94,2288,1197,576
94,2289,1201,569
94,2290,1204,562
94,2291,1207,556
94,2292,1208,550
94,2293,1208,543
94,2294,1207,536
94,2295,1205,529
94,2296,1201,522
94,2297,1198,514
94,2298,1191,506
94,2299,1184,498
94,2300,1177,489
94,2301,1169,480
94,2302,1159,470
94,2303,1149,461
94,2304,1137,453
94,2305,1124,444
94,2306,1112,435
94,2307,1098,428
94,2308,1085,422
94,2309,1072,417
94,2310,1059,413
94,2311,1046,409
94,2312,1031,408
94,2313,1016,406
94,2314,1000,405
94,2315,983,404
94,2316,966,405
94,2317,947,406
94,2318,928,408
94,2319,908,410
94,2320,889,410
94,2321,871,409
94,2322,852,407
94,2323,834,404
94,2324,813,398
94,2325,797,393
94,2326,781,387
94,2327,766,380
94,2328,751,372
94,2329,738,365
94,2330,724,358
94,2331,710,348
94,2332,698,340
94,2333,688,329
94,2334,679,317
94,2335,671,306
94,2336,666,293
94,2337,659,280
94,2338,656,267
94,2339,654,255
94,2340,654,243
94,2341,656,230
94,2342,658,218
94,2343,661,208
94,2344,665,196
94,2345,670,183
94,2346,676,172
94,2347,683,160
94,2348,692,151
94,2349,702,140
94,2350,714,132
94,2351,725,123
94,2352,744,117
94,2353,759,110
94,2354,774,105
94,2355,787,100
94,2356,803,97
94,2357,816,96
94,2358,829,95
94,2359,844,95
94,2360,859,95
94,2361,877,98
94,2362,892,100
94,2363,907,103
94,2364,921,107
94,2365,933,112
94,2366,944,118
94,2367,956,125
94,2368,967,134
94,2369,978,143
94,2370,989,151
94,2371,1000,161
94,2372,1011,169
94,2373,1021,176
94,2374,1034,182
94,2375,1047,188
94,2376,1058,192
94,2377,1071,195
94,2378,1082,197
94,2379,1093,199
94,2380,1104,199
94,2381,1115,199
94,2382,1125,196
94,2383,1137,192
94,2384,1149,187
94,2385,1159,182
94,2386,1171,174
94,2387,1183,167
94,2388,1194,159
94,2389,1206,151
94,2390,1218,145
94,2391,1232,141
94,2392,1246,136
94,2393,1260,132
94,2394,1268,129
94,2395,1268,129
95,2176,729,117
96,2178,759,106
96,2179,770,100
97,2189,909,114
97,2190,932,127
97,2191,939,130
97,2192,951,139
97,2193,969,152
97,2194,979,159
97,2195,994,167
97,2196,1011,176
97,2197,1026,183
97,2198,1040,190
97,2199,1050,195
97,2200,1073,198
97,2201,1086,202
97,2202,1099,206
97,2203,1110,205
97,2204,1122,203
97,2205,1134,202
97,2206,1147,200
97,2207,1158,195
97,2208,1168,190
97,2209,1178,184
97,2210,1190,176
97,2211,1200,170
97,2212,1212,159
97,2213,1224,150
98,2215,1251,133
98,2216,1267,127
98,2217,1273,120
99,2255,719,142
99,2256,729,134
99,2257,743,127
99,2258,754,120
99,2259,766,115
99,2260,778,110
99,2261,792,106
99,2262,805,103
99,2263,814,103
99,2264,826,102
99,2265,841,103
99,2266,859,104
99,2267,872,107
99,2268,886,109
99,2269,898,111
99,2270,912,114
99,2271,926,121
99,2272,939,128
99,2273,953,138
99,2274,966,144
99,2275,979,154
99,2276,986,156
99,2277,1003,161
99,2278,1020,166
99,2279,1038,171
99,2280,1053,173
99,2281,1070,175
99,2282,1080,174
99,2283,1081,181
99,2284,1081,181
99,2285,1081,181
99,2286,1083,205
99,2287,1083,205
99,2288,1084,217
99,2289,1084,220
99,2290,1083,223
99,2291,1081,227
99,2292,1078,230
99,2293,1074,235
99,2294,1070,240
99,2295,1066,245
99,2296,1062,254
99,2297,1060,261
99,2298,1057,270
99,2299,1057,279
99,2300,1058,287
99,2301,1056,291
99,2302,1055,289
99,2303,1055,287
99,2304,1055,285
99,2305,1054,283
99,2306,1053,281
99,2307,1052,280
99,2308,1052,278
99,2309,1051,278
99,2310,1050,276
99,2311,1048,276
99,2312,1047,275
99,2313,1045,275
99,2314,1046,275
99,2315,1046,275
99,2316,1047,275
99,2317,1048,276
99,2318,1051,278
99,2319,1051,278
99,2320,1054,279
99,2321,1061,281
99,2322,1069,278
99,2323,1079,280
99,2324,1084,277
99,2325,1092,276
99,2326,1101,273
99,2327,1110,271
99,2328,1119,268
99,2329,1127,265
99,2330,1135,260
99,2331,1142,256
99,2332,1148,249
99,2333,1157,241
99,2334,1163,233
99,2335,1168,223
99,2336,1173,213
99,2337,1178,203
99,2338,1183,192
99,2339,1189,182
99,2340,1194,170
99,2341,1203,160
99,2342,1215,148
99,2343,1223,141
99,2344,1227,133
99,2345,1238,127
99,2346,1247,119
99,2347,1260,114
99,2348,1267,109
99,2349,1274,106
100,2255,343,93
100,2256,352,99
100,2257,359,105
100,2258,366,112
100,2259,374,119
100,2260,377,126
100,2261,380,134
100,2262,381,143
100,2263,381,150
100,2264,380,158
100,2265,376,166
100,2266,371,173
100,2267,369,181
100,2268,362,185
100,2269,355,191
100,2270,347,196
100,2271,339,199
100,2272,329,204
100,2273,314,207
100,2274,303,210
100,2275,296,212
100,2276,276,215
100,2277,265,218
100,2278,244,222
100,2279,234,227
100,2280,213,230
100,2281,201,235
100,2282,180,242
100,2283,167,250
100,2284,152,257
100,2285,138,265
100,2286,125,274
100,2287,115,284
100,2288,105,295
100,2289,95,307
100,2290,93,319
100,2291,88,333
100,2292,83,346
100,2293,76,359
100,2294,71,375
100,2295,69,389
100,2296,69,403
100,2297,71,417
100,2298,72,433
100,2299,75,446
100,2300,77,460
100,2301,80,473
100,2302,85,485
100,2303,90,495
100,2304,99,505
100,2305,105,514
100,2306,113,521
100,2307,120,527
100,2308,127,534
100,2309,135,538
100,2310,144,540
100,2311,152,540
100,2312,162,541
100,2313,169,540
100,2314,177,537
100,2315,183,533
100,2316,191,528
100,2317,197,521
100,2318,204,514
100,2319,211,506
100,2320,218,495
100,2321,224,484
100,2322,233,475
100,2323,245,465
100,2324,254,457
100,2325,263,448
100,2326,272,440
100,2327,281,434
100,2328,288,430
100,2329,297,425
100,2330,308,422
100,2331,321,420
100,2332,332,420
100,2333,342,419
100,2334,352,420
100,2335,362,422
100,2336,373,425
100,2337,381,430
100,2338,392,437
100,2339,405,444
100,2340,415,452
100,2341,427,461
100,2342,434,471
100,2343,445,481
100,2344,457,490
100,2345,468,499
100,2346,480,506
100,2347,494,514
100,2348,508,520
100,2349,523,526
100,2350,538,531
100,2351,555,535
100,2352,572,539
100,2353,590,542
100,2354,608,545
100,2355,627,546
100,2356,646,547
100,2357,666,546
100,2358,688,545
100,2359,710,544
100,2360,733,544
100,2361,754,544
100,2362,776,544
100,2363,797,545
100,2364,818,547
100,2365,840,550
100,2366,862,554
100,2367,885,559
100,2368,906,565
100,2369,929,572
100,2370,948,578
100,2371,969,585
100,2372,989,592
100,2373,1008,597
100,2374,1027,602
100,2375,1047,607
100,2376,1063,610
100,2377,1081,611
100,2378,1097,613
100,2379,1113,612
100,2380,1128,612
100,2381,1142,608
100,2382,1156,604
100,2383,1167,600
100,2384,1177,595
100,2385,1186,588
100,2386,1193,581
100,2387,1199,574
100,2388,1204,566
100,2389,1207,558
100,2390,1209,550
100,2391,1210,541
100,2392,1209,532
100,2393,1208,524
100,2394,1205,514
100,2395,1201,506
100,2396,1196,497
100,2397,1189,487
100,2398,1182,479
100,2399,1173,470
100,2400,1163,461
100,2401,1152,453
100,2402,1140,445
100,2403,1130,439
100,2404,1117,434
100,2405,1104,428
100,2406,1090,424
100,2407,1074,419
100,2408,1058,415
100,2409,1042,411
100,2410,1023,409
100,2411,1005,407
100,2412,987,405
100,2413,967,404
100,2414,946,403
100,2415,925,403
100,2416,904,402
100,2417,883,402
100,2418,860,399
100,2419,841,396
100,2420,820,393
100,2421,803,389
100,2422,786,384
100,2423,769,379
100,2424,755,374
100,2425,737,367
100,2426,723,357
100,2427,710,349
100,2428,697,340
100,2429,684,329
100,2430,675,318
100,2431,666,306
100,2432,660,296
100,2433,655,283
100,2434,650,270
100,2435,645,257
100,2436,642,244
100,2437,644,231
100,2438,637,217
100,2439,637,205
100,2440,640,191
100,2441,644,177
100,2442,650,165
100,2443,657,155
100,2444,665,144
100,2445,673,134
100,2446,683,123
100,2447,692,112
100,2448,704,104
100,2449,717,97
100,2450,733,90
100,2451,748,87
100,2452,764,83
100,2453,781,79
100,2454,797,76
100,2455,815,76
100,2456,832,75
100,2457,848,76
100,2458,865,79
100,2459,882,82
100,2460,895,85
100,2461,908,90
100,2462,921,95
100,2463,935,101
100,2464,948,110
100,2465,961,119
100,2466,974,129
100,2467,987,140
100,2468,999,150
100,2469,1011,161
100,2470,1022,172
100,2471,1033,180
100,2472,1046,189
100,2473,1058,195
100,2474,1069,200
100,2475,1080,206
100,2476,1089,209
100,2477,1099,211
100,2478,1108,213
100,2479,1118,213
100,2480,1126,212
100,2481,1134,209
100,2482,1141,205
100,2483,1149,200
100,2484,1155,193
100,2485,1162,186
100,2486,1168,178
100,2487,1174,167
100,2488,1181,159
100,2489,1189,150
100,2490,1197,144
100,2491,1205,136
100,2492,1214,128
100,2493,1224,122
100,2494,1235,116
100,2495,1248,111
100,2496,1261,105
100,2497,1268,100
100,2498,1275,94
101,2277,17,127
101,2278,21,120
101,2279,30,112
101,2280,43,105
101,2281,50,100
101,2282,59,95
101,2283,80,92
101,2284,101,89
101,2285,122,85
101,2286,142,83
101,2287,161,81
101,2288,181,82
101,2289,204,84
101,2290,224,87
101,2291,243,90
101,2292,257,94
101,2293,272,96
101,2294,291,101
101,2295,313,107
101,2296,324,109
101,2297,338,115
101,2298,350,121
101,2299,357,125
101,2300,365,133
101,2301,369,139
101,2302,373,143
101,2303,381,151
101,2304,382,158
101,2305,384,162
101,2306,388,170
101,2307,388,177
101,2308,388,181
101,2309,388,186
101,2310,386,190
101,2311,382,194
101,2312,376,199
101,2313,372,204
101,2314,371,209
101,2315,365,211
101,2316,356,217
101,2317,349,222
101,2318,337,226
101,2319,326,229
101,2320,316,232
101,2321,303,234
101,2322,290,236
101,2323,273,238
101,2324,260,240
101,2325,247,243
101,2326,226,248
101,2327,212,254
101,2328,197,260
101,2329,185,267
101,2330,170,274
101,2331,156,280
101,2332,145,287
101,2333,134,296
101,2334,122,305
101,2335,115,316
101,2336,110,330
101,2337,104,342
101,2338,99,354
101,2339,95,368
101,2340,92,382
101,2341,89,399
101,2342,92,412
101,2343,100,428
101,2344,98,444
101,2345,95,463
101,2346,105,481
101,2347,111,493
101,2348,120,505
101,2349,130,516
101,2350,141,527
101,2351,146,534
101,2352,149,541
101,2353,154,544
101,2354,161,547
101,2355,162,547
101,2356,168,547
101,2357,174,546
101,2358,180,545
101,2359,186,543
101,2360,196,541
101,2361,201,535
101,2362,208,530
101,2363,217,525
101,2364,225,518
101,2365,234,509
101,2366,243,499
101,2367,250,490
101,2368,258,482
101,2369,263,473
101,2370,271,463
101,2371,283,455
101,2372,294,448
101,2373,305,441
101,2374,315,438
101,2375,329,437
101,2376,336,437
101,2377,343,437
101,2378,353,437
101,2379,360,437
101,2380,362,438
101,2381,364,438
101,2382,368,442
101,2383,373,447
101,2384,383,453
101,2385,391,460
101,2386,401,471
101,2387,418,480
101,2388,432,490
101,2389,443,498
101,2390,454,506
101,2391,469,516
101,2392,487,524
101,2393,503,530
101,2394,516,537
101,2395,531,544
101,2396,551,552
101,2397,570,556
101,2398,591,562
101,2399,611,565
101,2400,632,568
101,2401,648,569
101,2402,672,572
101,2403,700,574
101,2404,720,574
101,2405,742,573
101,2406,763,575
101,2407,791,575
101,2408,817,575
101,2409,843,576
101,2410,869,578
101,2411,888,583
101,2412,905,584
101,2413,929,588
101,2414,949,594
101,2415,966,596
101,2416,983,598
101,2417,1000,604
101,2418,1015,607
101,2419,1031,609
101,2420,1047,614
101,2421,1061,616
101,2422,1075,617
101,2423,1090,614
101,2424,1103,612
101,2425,1117,609
101,2426,1128,605
101,2427,1140,602
101,2428,1153,599
101,2429,1159,594
101,2430,1169,588
101,2431,1175,583
101,2432,1178,578
101,2433,1183,573
101,2434,1186,566
101,2435,1189,558
101,2436,1190,547
101,2437,1191,540
101,2438,1192,526
101,2439,1191,518
101,2440,1189,510
101,2441,1186,503
101,2442,1182,495
101,2443,1177,488
101,2444,1170,481
101,2445,1165,474
101,2446,1157,469
101,2447,1147,460
101,2448,1136,451
101,2449,1123,445
101,2450,1113,437
101,2451,1100,431
101,2452,1084,425
101,2453,1069,420
101,2454,1052,415
101,2455,1035,412
101,2456,1018,407
101,2457,1002,405
101,2458,983,403
101,2459,965,402
101,2460,945,401
101,2461,922,399
101,2462,904,398
101,2463,880,394
101,2464,861,392
101,2465,842,387
101,2466,824,382
101,2467,808,375
101,2468,792,367
101,2469,775,361
101,2470,759,352
101,2471,742,343
101,2472,729,334
101,2473,715,324
101,2474,704,315
101,2475,694,306
101,2476,689,297
101,2477,682,287
101,2478,675,279
101,2479,672,269
101,2480,670,258
101,2481,668,245
101,2482,671,235
101,2483,671,224
101,2484,674,212
101,2485,679,202
101,2486,685,191
101,2487,692,176
101,2488,697,164
101,2489,706,155
101,2490,712,144
101,2491,722,136
101,2492,733,131
101,2493,743,123
101,2494,757,118
101,2495,774,114
101,2496,790,110
101,2497,805,108
101,2498,823,105
101,2499,838,104
101,2500,854,103
101,2501,867,104
101,2502,883,107
101,2503,896,108
101,2504,908,112
101,2505,924,117
101,2506,939,123
101,2507,949,131
101,2508,961,139
101,2509,974,146
101,2510,986,157
101,2511,999,166
101,2512,1009,172
101,2513,1022,182
101,2514,1030,185
101,2515,1040,190
101,2516,1050,195
101,2517,1060,198
101,2518,1069,197
101,2519,1081,198
101,2520,1089,198
101,2521,1098,197
101,2522,1106,195
101,2523,1112,191
101,2524,1120,188
101,2525,1131,185
101,2526,1143,180
101,2527,1151,173
101,2528,1163,165
101,2529,1176,158
101,2530,1189,151
101,2531,1205,145
101,2532,1216,138
101,2533,1231,134
101,2534,1248,130
101,2535,1256,126
101,2536,1263,120
101,2537,1271,117
102,2334,9,101
102,2335,20,95
102,2336,32,87
102,2337,40,78
102,2338,50,69
102,2339,60,62
102,2340,80,59
102,2341,103,58
102,2342,126,58
102,2343,142,58
102,2344,162,58
102,2345,184,63
102,2346,205,65
102,2347,224,70
102,2348,239,75
102,2349,249,76
102,2350,260,81
102,2351,270,79
102,2352,278,80
102,2353,287,81
102,2354,295,68
102,2355,305,74
102,2356,318,81
102,2357,327,89
102,2358,335,97
102,2359,343,105
102,2360,348,114
102,2361,351,122
102,2362,348,137
102,2363,350,142
102,2364,347,148
102,2365,348,153
102,2366,345,160
102,2367,345,167
102,2368,342,172
102,2369,342,178
102,2370,340,183
102,2371,332,188
102,2372,320,194
102,2373,310,200
102,2374,301,206
102,2375,292,212
102,2376,281,217
102,2377,274,222
102,2378,262,226
102,2379,251,232
102,2380,236,237
102,2381,216,244
102,2382,203,249
102,2383,190,257
102,2384,176,266
102,2385,161,274
102,2386,149,283
102,2387,136,293
102,2388,125,304
102,2389,115,315
102,2390,111,326
102,2391,104,340
102,2392,98,353
102,2393,94,366
102,2394,86,385
102,2395,88,402
102,2396,94,418
102,2397,95,432
102,2398,101,445
102,2399,112,461
102,2400,119,475
102,2401,124,482
102,2402,127,489
102,2403,130,496
102,2404,132,500
102,2405,137,505
102,2406,140,507
102,2407,141,510
102,2408,145,512
102,2409,148,512
102,2410,152,514
102,2411,160,515
102,2412,168,514
102,2413,173,515
102,2414,175,512
102,2415,182,508
102,2416,192,503
102,2417,202,498
102,2418,212,492
102,2419,223,485
102,2420,237,479
102,2421,246,470
102,2422,246,470
102,2423,246,470
102,2424,246,470
102,2425,246,470
103,2360,331,147
103,2361,334,149
104,2395,15,69
104,2396,27,62
104,2397,51,60
104,2398,77,54
105,2401,141,45
106,2403,186,45
106,2404,205,48
106,2405,223,49
106,2406,242,53
106,2407,260,57
106,2408,281,64
106,2409,293,69
106,2410,307,75
106,2411,318,79
106,2412,332,87
106,2413,343,94
106,2414,350,101
106,2415,360,110
106,2416,367,118
106,2417,370,127
106,2418,374,136
106,2419,375,145
106,2420,376,153
106,2421,374,163
106,2422,373,170
106,2423,369,179
106,2424,363,186
106,2425,357,194
106,2426,348,201
106,2427,338,207
106,2428,329,213
106,2429,317,219
106,2430,307,225
106,2431,295,228
106,2432,269,231
106,2433,278,244
106,2434,262,249
106,2435,262,249
106,2436,262,249
106,2437,262,249
106,2438,262,249
107,2421,285,463
107,2422,275,464
107,2423,286,457
107,2424,311,453
107,2425,328,455
107,2426,343,455
107,2427,353,456
107,2428,365,457
107,2429,377,459
107,2430,386,462
107,2431,398,470
107,2432,405,473
107,2433,415,476
107,2434,424,483
107,2435,438,490
107,2436,450,497
107,2437,470,508
107,2438,495,517
107,2439,512,521
107,2440,525,527
107,2441,535,531
107,2442,547,533
107,2443,561,537
107,2444,576,540
107,2445,594,544
107,2446,614,549
107,2447,636,552
107,2448,655,558
107,2449,676,561
107,2450,699,563
107,2451,721,565
107,2452,743,565
107,2453,767,566
107,2454,794,570
107,2455,828,574
107,2456,852,578
107,2457,879,583
107,2458,900,585
107,2459,926,590
107,2460,950,593
107,2461,975,597
107,2462,998,599
107,2463,1017,601
107,2464,1037,602
107,2465,1055,601
107,2466,1072,602
107,2467,1089,601
107,2468,1101,603
107,2469,1116,604
107,2470,1128,604
107,2471,1139,602
107,2472,1150,601
107,2473,1159,599
107,2474,1167,598
107,2475,1171,603
107,2476,1179,601
107,2477,1186,598
107,2478,1193,594
107,2479,1199,589
107,2480,1204,583
107,2481,1207,577
107,2482,1210,569
107,2483,1212,561
107,2484,1213,552
107,2485,1213,542
107,2486,1210,533
107,2487,1208,525
107,2488,1204,515
107,2489,1199,507
107,2490,1193,498
107,2491,1185,490
107,2492,1172,482
107,2493,1161,474
107,2494,1152,468
107,2495,1146,462
107,2496,1127,459
107,2497,1122,452
107,2498,1108,448
107,2499,1094,445
107,2500,1077,442
107,2501,1060,440
107,2502,1046,439
107,2503,1027,437
107,2504,1012,437
107,2505,991,436
107,2506,972,435
107,2507,951,435
107,2508,925,431
107,2509,904,427
107,2510,887,421
107,2511,872,416
107,2512,854,409
107,2513,839,404
107,2514,821,396
107,2515,804,389
107,2516,789,389
107,2517,774,372
107,2518,761,369
107,2519,747,359
107,2520,734,345
107,2521,724,333
107,2522,713,320
107,2523,706,306
107,2524,699,293
107,2525,693,281
107,2526,688,268
107,2527,684,256
107,2528,681,243
107,2529,679,230
107,2530,681,216
107,2531,684,203
107,2532,686,192
107,2533,688,177
107,2534,693,164
107,2535,697,155
107,2536,703,143
107,2537,708,134
107,2538,716,126
107,2539,724,116
107,2540,751,110
107,2541,769,105
107,2542,783,101
107,2543,796,98
107,2544,811,95
107,2545,822,94
107,2546,839,95
107,2547,853,99
107,2548,865,100
107,2549,881,103
107,2550,896,107
107,2551,907,111
107,2552,916,114
107,2553,923,118
107,2554,932,123
107,2555,941,130
107,2556,954,144
107,2557,968,154
107,2558,986,162
107,2559,1002,171
107,2560,1016,176
107,2561,1027,181
107,2562,1034,183
107,2563,1042,185
107,2564,1052,188
107,2565,1060,190
107,2566,1070,193
107,2567,1073,196
107,2568,1082,198
107,2569,1091,199
107,2570,1100,199
107,2571,1109,199
107,2572,1119,197
107,2573,1129,193
107,2574,1139,189
107,2575,1149,184
107,2576,1159,177
107,2577,1170,170
107,2578,1182,163
107,2579,1194,156
107,2580,1207,149
107,2581,1221,137
107,2582,1236,129
107,2583,1251,125
107,2584,1263,119
107,2585,1272,111
108,2433,254,236
108,2434,241,240
108,2435,238,251
108,2436,221,256
108,2437,202,262
108,2438,185,272
108,2439,168,279
108,2440,153,286
108,2441,138,295
108,2442,117,307
108,2443,119,322
108,2444,112,332
108,2445,104,345
108,2446,98,356
108,2447,90,369
108,2448,84,381
108,2449,80,395
108,2450,77,410
108,2451,75,421
108,2452,74,434
108,2453,73,445
108,2454,73,456
108,2455,68,468
108,2456,72,479
108,2457,83,492
108,2458,89,501
108,2459,97,509
108,2460,105,517
108,2461,114,521
108,2462,122,524
108,2463,129,527
108,2464,135,526
108,2465,142,526
108,2466,149,525
108,2467,156,522
108,2468,164,517
108,2469,171,512
108,2470,177,505
108,2471,186,495
108,2472,195,488
108,2473,206,480
108,2474,220,474
108,2475,231,466
108,2476,244,456
108,2477,256,450
108,2478,254,442
108,2479,281,439
108,2480,290,436
108,2481,313,435
108,2482,327,435
108,2483,337,435
108,2484,349,436
108,2485,361,439
108,2486,376,443
108,2487,385,448
108,2488,400,454
108,2489,415,461
108,2490,426,470
108,2491,441,484
108,2492,453,491
108,2493,463,499
108,2494,479,506
108,2495,496,515
108,2496,512,523
108,2497,532,531
108,2498,550,538
108,2499,575,544
108,2500,599,549
108,2501,620,554
108,2502,643,559
108,2503,667,562
108,2504,689,564
108,2505,715,567
108,2506,740,571
108,2507,765,574
108,2508,792,579
108,2509,819,586
108,2510,847,590
108,2511,873,595
108,2512,900,601
108,2513,927,605
108,2514,950,607
108,2515,976,611
108,2516,998,613
108,2517,1020,616
108,2518,1040,616
108,2519,1063,617
108,2520,1081,617
108,2521,1099,615
108,2522,1117,614
108,2523,1130,610
108,2524,1143,608
108,2525,1154,603
108,2526,1165,598
108,2527,1172,592
108,2528,1178,586
108,2529,1183,580
108,2530,1186,572
108,2531,1187,565
108,2532,1187,558
108,2533,1187,551
108,2534,1184,543
108,2535,1180,535
108,2536,1177,525
108,2537,1172,514
108,2538,1166,504
108,2539,1161,495
108,2540,1154,482
108,2541,1144,471
108,2542,1135,461
108,2543,1126,451
108,2544,1117,444
108,2545,1107,435
108,2546,1098,428
108,2547,1088,420
108,2548,1076,413
108,2549,1061,409
108,2550,1047,405
108,2551,1035,401
108,2552,1016,398
108,2553,1001,396
108,2554,984,396
108,2555,968,396
108,2556,951,396
108,2557,931,398
108,2558,925,399
108,2559,899,402
108,2560,871,399
108,2561,848,397
108,2562,828,396
108,2563,810,395
108,2564,790,391
108,2565,772,385
108,2566,757,378
108,2567,749,373
108,2568,735,366
108,2569,724,359
108,2570,712,352
108,2571,698,344
108,2572,684,335
108,2573,676,323
108,2574,669,313
108,2575,664,302
108,2576,659,290
108,2577,653,277
108,2578,649,263
108,2579,649,251
108,2580,649,237
108,2581,646,222
108,2582,648,209
108,2583,655,197
108,2584,657,184
108,2585,667,169
108,2586,666,158
108,2587,674,150
108,2588,683,139
108,2589,693,128
108,2590,705,120
109,2455,9,79
109,2456,16,70
109,2457,24,64
109,2458,32,61
109,2459,50,60
109,2460,68,59
109,2461,85,58
109,2462,103,57
109,2463,120,56
109,2464,139,55
109,2465,157,54
109,2466,176,55
109,2467,193,56
109,2468,210,57
109,2469,228,61
109,2470,244,64
109,2471,258,67
109,2472,273,71
109,2473,286,76
109,2474,298,81
109,2475,308,87
109,2476,319,93
109,2477,329,99
109,2478,337,106
109,2479,345,114
109,2480,351,124
109,2481,356,133
109,2482,360,143
109,2483,363,154
109,2484,367,164
109,2485,370,173
109,2486,369,182
109,2487,369,191
109,2488,367,200
109,2489,364,208
109,2490,361,216
109,2491,357,222
109,2492,353,227
109,2493,349,232
109,2494,344,236
109,2495,337,239
109,2496,330,241
109,2497,321,244
109,2498,312,246
109,2499,300,248
109,2500,289,250
109,2501,280,250
109,2502,267,252
109,2503,253,252
109,2504,243,254
109,2505,230,257
109,2506,216,261
109,2507,203,265
109,2508,190,271
109,2509,176,277
109,2510,156,284
109,2511,148,290
109,2512,137,301
109,2513,123,307
109,2514,108,317
109,2515,106,327
109,2516,99,338
